destino,city_code,hotel_code,hotel_name,hotel_city_code,area_id,giata_id,country_iso_code,country_name,address,email,latitude,longitude,rating
La Habana,HAV,HHAVNHC, HOTEL NH CAPRI,HAV,HAVANA,9693.0,CU,CUBA,"CALLE 21 ESQUINA N, VEDADO",reservas2@capri.gca.tur.cu,23.142173,-82.382597,4.0
La Habana,HAV,HHAVMYREGH,MYSTIQUE HABANA,HAV,HAVANA,1340708.0,CU,CUBA,"LA HABANA ,CUBA",nan,23.141621,-82.358464,5.0
La Habana,HAV,HHAVMYREG,MYSTIQUE HABANA,HAV,HAVANA,1340708.0,CU,CUBA,"LA HABANA ,CUBA",nan,23.141621,-82.358464,5.0
La Habana,HAV,HHAVMTHLD,HOTEL TRYP HABANA LIBRE,HAV,HAVANA,1721.0,CU,CUBA,CALLE 23 ESQUINA L,nan,23.139335,-82.382233,4.0
La Habana,HAV,HHAVMTHL,HOTEL TRYP HABANA LIBRE,HAV,HAVANA,1721.0,CU,CUBA,CALLE 23 ESQUINA L,nan,23.139335,-82.382233,4.0
La Habana,HAV,HHAVMERSEV,HOTEL  SEVILLA ,HAV,HAVANA,21451.0,CU,CUBA,CLLE TROCADERO NO. 55 E/ PRADO Y ZULUETA,nan,23.140311,-82.358209,4.0
La Habana,HAV,HHAVMERSED,HOTEL SEVILLA HABANA AFFILIATED BY MELIA,HAV,HAVANA,21451.0,CU,CUBA,CLLE TROCADERO NO. 55 E/ PRADO Y ZULUETA,nan,,,4.0
La Habana,HAV,HHAVMEMJIH,HOTEL MEMORIES JIBACOA ,HAV,HAVANA,1072746.0,CU,CUBA,PLAYA ARROYO BERMEJO VIA BLANCA KM 60,nan,23.148430,-81.818111,4.0
La Habana,HAV,HHAVMEMJIB,HOTEL MEMORIES JIBACOA ,HAV,HAVANA,22408.0,CU,CUBA,PLAYA ARROYO BERMEJO VIA BLANCA KM 60,nan,23.148430,-81.818111,4.0
La Habana,HAV,HHAVMELHAD, HOTEL MELIA HABANA ,HAV,HAVANA,27848.0,CU,CUBA,"AVE 3RA % 76 Y 80, MIRAMAR",nan,23.109507,-82.441804,5.0
La Habana,HAV,HHAVMELHAB, HOTEL MELIA HABANA ,HAV,HAVANA,27848.0,CU,CUBA,"AVE 3RA % 76 Y 80, MIRAMAR",nan,23.109507,-82.441804,5.0
La Habana,HAV,HHAVMCOD,HOTEL MELIA COHIBA ,HAV,HAVANA,1723.0,CU,CUBA,CALLE PASEO E/C 1RA Y 3RA VEDADO,nan,23.139753,-82.402820,5.0
La Habana,HAV,HHAVMCO,HOTEL MELIA COHIBA ,HAV,HAVANA,1723.0,CU,CUBA,CALLE PASEO E/C 1RA Y 3RA VEDADO,nan,23.139753,-82.402820,5.0
La Habana,HAV,HHAVL,HOTEL LIDO,HAV,HAVANA,41333.0,CU,CUBA,LA HABANA,nan,23.140519,-82.360150,2.0
La Habana,HAV,HHAVINNSID,INNSIDE HABANA CATEDRAL,HAV,HAVANA,1390013.0,CU,CUBA,"EMPEDRADO NO. 113, LA HABANA VIEJA",nan,23.141175,-82.351045,5.0
La Habana,HAV,HHAVINNSDD,INNSIDE HABANA CATEDRAL,HAV,HAVANA,1390013.0,CU,CUBA,"EMPEDRADO NO. 113, LA HABANA VIEJA",nan,23.141175,-82.351045,5.0
La Habana,HAV,HHAVIBSHD,HOTEL IBEROSTAR SELECTION LA HABANA,HAV,HAVANA,1425147.0,CU,CUBA,23 / K Y L. PLAZA DE LA REVOLUCION,nan,23.138627,-82.384402,5.0
La Habana,HAV,HHAVIBSH,HOTEL IBEROSTAR SELECTION LA HABANA,HAV,HAVANA,1425147.0,CU,CUBA,23 / K Y L. PLAZA DE LA REVOLUCION,nan,23.138627,-82.384402,5.0
La Habana,HAV,HHAVIBPCTL,HOTEL IBEROSTAR PARQUE CENTRAL,HAV,HAVANA,13307.0,CU,CUBA,NEPTUNO  E/PRADO Y ZULUETA,nan,23.138605,-82.358834,5.0
La Habana,HAV,HHAVIBPCTD,HOTEL IBEROSTAR PARQUE CENTRAL,HAV,HAVANA,13307.0,CU,CUBA,NEPTUNO  E/PRADO Y ZULUETA,nan,23.138605,-82.358834,5.0
La Habana,HAV,HHAVIBMTD, IBEROSTAR MARQUES DE LA TORRE,HAV,HAVANA,1424269.0,CU,CUBA,NEPTUNO  E/PRADO Y ZULUETA,nan,23.138977,-82.358292,5.0
La Habana,HAV,HHAVIBGHPD,HOTEL IBEROSTAR GRAND PACKARD,HAV,HAVANA,749755.0,CU,CUBA,"51 PASEO DE MARTÍ, LA HABANA, CUBA",nan,23.143767,-82.358260,5.0
La Habana,HAV,HHAVIBGHP,HOTEL IBEROSTAR GRAND PACKARD,HAV,HAVANA,749755.0,CU,CUBA,"51 PASEO DE MARTÍ, LA HABANA, CUBA",nan,23.143767,-82.358260,5.0
La Habana,HAV,HHAVIAZTUL,HOTEL TULIPAN,HAV,HAVANA,527624.0,CU,CUBA,"BOYEROS Y TULIPAN, LA HABANA",nan,23.116553,-82.391884,3.0
La Habana,HAV,HHAVIAC,HOTEL COLINA,HAV,HAVANA,63180.0,CU,CUBA,L Y 27 VEDADO PLAZA DE LA REVOLUCION,nan,23.137927,-82.381742,4.0
La Habana,HAV,HHAVHVTH,STARFISH JIBACOA,HAV,HAVANA,103805.0,CU,CUBA,"PLAYA ARROYO BERMEJO, VÍA BLANCA KM. 60",nan,23.148780,-81.820676,3.0
La Habana,HAV,HHAVHVT,STARFISH JIBACOA,HAV,HAVANA,103805.0,CU,CUBA,"PLAYA ARROYO BERMEJO, VÍA BLANCA KM. 60",nan,23.148726,-81.822101,3.0
La Habana,HAV,HHAVHTFH,HOTEL AXEL TELEGRAFO LA HABANA,HAV,HAVANA,26298.0,CU,CUBA,"416 PASEO DE MARTÍ, ESQUINA NEPTUNO,",nan,23.138071,-82.359612,4.0
La Habana,HAV,HHAVHTF,HOTEL AXEL TELEGRAFO LA HABANA,HAV,HAVANA,26298.0,CU,CUBA,"416 PASEO DE MARTÍ, ESQUINA NEPTUNO,",nan,23.138071,-82.359612,4.0
La Habana,HAV,HHAVHSI,HOTEL SANTA ISABEL,HAV,HAVANA,21075.0,CU,CUBA,CALLE BARATILLO NO. 9 E/ OBISPO Y N. LOP,reservas1@occ.gaviota.cu;booking@distalcaribe.co.cu,23.140204,-82.348832,5.0
La Habana,HAV,HHAVHSF,HOTEL SAN FELIPE,HAV,HAVANA,75603.0,CU,CUBA,OFICIOS 152 ESQUINA A MERCADERES,reservas1@occ.gaviota.cu;booking@distalcaribe.co.cu,23.137607,-82.348929,0.0
La Habana,HAV,HHAVGSHAB,GRAND ASTON HABANA,HAV,HAVANA,1300396.0,CU,CUBA,AVENIDA MALECÓN ENTRE 1ERA Y CALLE D,reservas2@astonlh.co.cu,23.143233,-82.398187,5.0
La Habana,HAV,HHAVGHMANK,GRAN HOTEL MANZANA KEMPINSKI,HAV,HAVANA,649491.0,CU,CUBA,CALLE SAN RAFAEL HABANA VIEJA 10100,reservations.lahabana@kempinski.co.cu,23.138101,-82.357912,5.0
La Habana,HAV,HHAVGHBRIS,GRAN HOTEL BRISTOL LA HABANA,HAV,HAVANA,1232689.0,CU,CUBA,CALLE TENIENTE REY HABANA VIEJA CP 10100,reservas@granhotelbristol.co.cu; booking@distalcaribe.co.cu,23.135386,-82.357452,5.0
La Habana,HAV,HHAVGCVSJ,HOTEL VEDADO,HAV,HAVANA,1009374.0,CU,CUBA,"27 Y O VEDADO, PLAZA",reserva@vedado.gca.tur.cu; booking@distalcaribe.co.cu,23.140612,-82.380035,3.0
La Habana,HAV,HHAVGCPLAZ,HOTEL PLAZA ,HAV,HAVANA,1724.0,CU,CUBA,ZULUETA 267/ VIRTUDES Y NEPTUNO,reserva@plaza.gca.tur.cu,23.138648,-82.358003,4.0
La Habana,HAV,HHAVGCINTG,HOTEL INGLATERRA ,HAV,HAVANA,14788.0,CU,CUBA,PASEO DEL PRADO NO 416/SAN RAFAEL,nan,23.137477,-82.359343,4.0
La Habana,HAV,HHAVGCINGL,HOTEL INGLATERRA ,HAV,HAVANA,14788.0,CU,CUBA,PASEO DEL PRADO NO 416/SAN RAFAEL,nan,23.137477,-82.359343,4.0
La Habana,HAV,HHAVGCHNAC,HOTEL NACIONAL ,HAV,HAVANA,17802.0,CU,CUBA,"CALLE 21 Y O, VEDADO",reservas1@gcnacio.gca.tur.cu; booking@distalcaribe.co.curese,23.143576,-82.380598,5.0
La Habana,HAV,HHAVGCDEAU, HOTEL DEAUVILLE,HAV,HAVANA,11265.0,CU,CUBA,"MALECON Y GALEANO, CENTRO HABANA",reservas@hdeauvil.gca.tur.cu; booking@distalcaribe.co.cu,23.141805,-82.363606,3.0
La Habana,HAV,HHAVCUCOPA,HOTEL COPACABANA,HAV,HAVANA,13379.0,CU,CUBA,"AVE 1RA 4404 E/ 44 Y 46, MIRAMAR",reserva@copa.tur.cu; booking@distalcaribe.co.cu,23.117815,-82.434212,3.0
La Habana,HAV,HHAVCUCOMO,HOTEL COMODORO,HAV,HAVANA,10677.0,CU,CUBA,"CALLE 3RA Y 84, MIRAMAR, PLAYA",reservas@comodoro.cha.tur.cu;booking@distalcaribe.co.cu,23.106450,-82.445663,4.0
La Habana,HAV,HHAVCUBMAR,HOTEL MARIPOSA,HAV,HAVANA,29663.0,CU,CUBA,"AUTOPISTA NOVIA DEL MEDIODÍA, KM 6 1/2",comercio@maripos.cha.tur.cu;booking@distalcaribe.co.cu,23.036130,-82.474697,2.0
La Habana,HAV,HHAVCUBACU,HOTEL ACUARIO,HAV,HAVANA,103241.0,CU,CUBA,CALLE 248 Y 5TA AVE SANTA FE.PLAYA,reserva@hmar.mh.tur.cu;booking@distalcaribe.co.cu,23.088958,-82.496430,3.0
La Habana,HAV,HHAVCEVSJ,HOTEL PLUS SAINT JOHNS,HAV,HAVANA,20868.0,CU,CUBA,"27 Y O VEDADO, PLAZA",reserva@vedado.gca.tur.cu; booking@distalcaribe.co.cu,23.140612,-82.380035,3.0
La Habana,HAV,HHAVCBB,HOTEL CARIBBEAN,HAV,HAVANA,63179.0,CU,CUBA,LA HABANA,nan,23.141738,-82.359224,2.0
La Habana,HAV,HHAVBDSFHH,STARFISH MONTEHABANA,HAV,HAVANA,77769.0,CU,CUBA,"CALLE 70 E/5TA A Y 7MA MIRAMAR, PLAYA",nan,23.108742,-82.436018,3.0
La Habana,HAV,HHAVBDMMH,HOTEL MEMORIES MIRAMAR HABANA,HAV,HAVANA,29677.0,CU,CUBA,CALLE,nan,23.107936,-82.437780,4.0
La Habana,HAV,HHAVBDMM,HOTEL MEMORIES MIRAMAR HABANA,HAV,HAVANA,29677.0,CU,CUBA,CALLE,nan,23.107936,-82.437780,4.0
La Habana,HAV,HHAVARMH,HOTEL ARMADORES DE SANTANDER ,HAV,HAVANA,40992.0,CU,CUBA,"SAN PEDRO Y LUZ, HABANA VIEJA",reservas1@occ.gaviota.cu;reservas2@occ.gaviota.cu,23.134411,-82.347605,4.0
La Habana,HAV,HHAVACPRA,HOTEL ROYALTON HABANA,HAV,HAVANA,1024958.0,CU,CUBA,CALLE PRADO E/MALECON Y SAN LAZARO,nan,23.145374,-82.358423,5.0
La Habana,HAV,HHAV5TAAVE,VALENTIN QUINTA AVENIDA HABANA,HAV,HAVANA,182753.0,CU,CUBA,"5TA AVE, E/ 76 Y 80, MIRAMAR, PLAYA,",jefe.ventas@quintavenida.co.cu,23.106326,-82.439057,4.0
La Habana,HAV,HCGAVPMCH,MARQUEZ DE CARDENAS DE MONTEHERMOSO,HAV,HAVANA,1233684.0,CU,CUBA,OFICIOS NO. 110 ENTRE AMARGURA Y LAMPARI,reservas2@occ.gaviota.cu;reservas1@occ.gaviota.cu,23.138035,-82.348871,5.0
Matanzas,MATZ,HMTZELOUVR,HOTEL E LOUVRE,MATZ,MATANZAS,1281936.0,CU,CUBA,MILANÉS Y PARQUE DE LA LIBERTAD,booking@distalcaribe.co.cu; recepcion3@velasco.mtz.tur.cu,23.049490,-81.577327,4.0
Matanzas,MATZ,HMTZCUEVEL,HOTEL E VELASCO,MATZ,MATANZAS,400782.0,CU,CUBA,CONTRERAS E/ SANTA TERESA Y AYUNTAMIENTO,booking@distalcaribe.co.cu; recepcion@velasco.mtz.tur.cu,23.047552,-81.578076,4.0
Matanzas,MATZ,HMTZCUBPGR,HOTEL PLAYA GIRON,MATZ,MATANZAS,21714.0,CU,CUBA,"PLAYA GIRON, CIENAGA DE ZAPATA",booking@distalcaribe.co.cu;recepcion@hpgiron.co.cu,22.065803,-81.033928,2.0
Matanzas,MATZ,HMTZARIOSJ,HOTEL RIO SAN JUAN,MATZ,MATANZAS,1038427.0,CU,CUBA,MATANZAS,nan,23.045513,-81.576726,4.0
Pinar Del Rio,QPD,HPRIIAVA,HOTEL VUELTABAJO,QPD,PINAR DEL RIO,102660.0,CU,CUBA,"VUELTABAJO, PINAR DEL RIO",nan,22.416410,-83.698340,3.0
Pinar Del Rio,QPD,HPRICUBHSO,VILLA SOROA,QPD,PINAR DEL RIO,21726.0,CU,CUBA,"CTRA.A SOROA, KM 8, CANDELARIA",booking@distalcaribe.co.cu,22.806292,-83.010579,3.0
Pinar Del Rio,QPD,HPNRGVMLG,MARIA LA GORDA ,QPD,PINAR DEL RIO,41471.0,CU,CUBA,"PINAR DEL RIO, CUBA",nan,21.819092,-84.495771,3.0
Pinar Del Rio,QPD,HHABCUMOKA,HOTEL MOKA,QPD,PINAR DEL RIO,17598.0,CU,CUBA,KM. 52 ½ AUTOPISTA LA HABANA - PINAR DEL,nan,22.843100,-82.943922,4.0
Playa Larga,PLG,HMTZCUPLAR,HOTEL PLAYA LARGA,PLG,LA PLAGNE,19157.0,FR,FRANCE,"PLAYA LARGA, MATANZAS",dcomercial@peninsula.tur.cu,22.281628,-81.196668,0.0
Sancti Spiritus,SSSS,HTLTPCVCAB,VILLA CABURNÍ,SSSS,SANCTI SPIRITUS,553162.0,CU,CUBA,"TOPES DE COLLANTES, SIERRA ESCAMBRA","comercial@topesdecollantes.co.cu,booking@distalcaribe.co.cu",21.919445,-80.017053,3.0
Sancti Spiritus,SSSS,HTLTPCLHEL,HOTEL LOS HELECHOS,SSSS,SANCTI SPIRITUS,82398.0,CU,CUBA,"TOPES DECOLLANTES,TRINIDAD, Z CODE:62600",nan,21.911510,-80.019264,3.0
Sancti Spiritus,SSSS,HTLSSPVSJL,VILLA SAN JOSE DEL LAGO ,SSSS,SANCTI SPIRITUS,372015.0,CU,CUBA,"AVE. ANTONIO GUITERAS KM 1 ½, MAYAJIGUA",nan,22.229738,-79.071214,3.0
Sancti Spiritus,SSSS,HTLSSPVLAU,VILLA LOS LAURELES ,SSSS,SANCTI SPIRITUS,29668.0,CU,CUBA,"CARRETERA CENTRAL, KM 383, SANCTI SPÍRIT",programadora1@cr.islazul.tur.cu;booking@distalcaribe.co.cu,21.964687,-79.450104,3.0
Sancti Spiritus,SSSS,HSSPGCRH,HOTEL RANCHO HATUEY,SSSS,SANCTI SPIRITUS,368876.0,CU,CUBA,CARRETERA CENTRAL KM.38,dfrias@islazulssp.tur.cu;booking@distalcaribe.co.cu,21.957684,-79.453634,3.0
Santa Clara,SNTA,HVCLCULC,HOTEL LOS CANEYES ,SNTA,SANTA CLARA,78007.0,CU,CUBA,AVENIDA EUCALIPTOS Y CIRCUNVALACIÓN,booking@distalcaribe.co.cu;comercial@caneyes.vcl.tur.cu,22.401872,-79.999963,3.0
Santa Clara,SNTA,HVCLCUGRAN,HOTEL LA GRANJITA,SNTA,SANTA CLARA,29679.0,CU,CUBA,"CARRETERA DE MALEZAS, KM. 1 ½",booking@distalcaribe.co.cu;reserva@granjita.vcl.tur.cu,22.440729,-79.935767,3.0
Santa Clara,SNTA,HVCLCUAME,HOTEL  AMÉRICA ,SNTA,SANTA CLARA,261321.0,CU,CUBA,"MUJICA 9 / COLON Y MACEO, SANTA CLARA",reservas@caneyes.vcl.tur.cu;booking@distalcaribe.co.cu,22.406327,-79.964168,4.0
Santa Clara,SNTA,HVCCUESAG,HOTEL E SAGUA,SNTA,SANTA CLARA,1281949.0,CU,CUBA,CALLE CARMEN RIBALTA ENTRE MARTI Y CLARA,jcomercial@caneyes.vcl.tur.cu,22.803787,-80.070260,4.0
Santa Clara,SNTA,HVCCUEBAR,HOTEL E. BARCELONA ,SNTA,SANTA CLARA,407232.0,CU,CUBA,JOSÉ ANTONIO PEÑA # 67/MÁXIMO GÓMEZ,booking2@distalcaribe.co.cu;reservas@caneyes.vcl.tur.cu,22.494318,-79.545345,4.0
Santa Clara,SNTA,HVCCUBHC, HOTEL  E CENTRAL VILLA CLARA ,SNTA,SANTA CLARA,784295.0,CU,CUBA,CALLE PARQUE E/ PADRE CHAO Y MARTA ABREU,jcomercial@caneyes.vcl.tur.cu;booking@distalcaribe.co.cu,22.418020,-79.982854,4.0
Santa Lucia,STLQ,HSTLCBGCST,RESONANCE MUSIQUE SANTA LUCIA,STLQ,SANTA LUCIA,1731.0,CU,CUBA,"PLAYA SANTA LUCÍA, NUEVITAS, CAMAGUEY",nan,21.565905,-77.044987,3.0
Santa Lucia,STLQ,HSTLCBGCSH,RESONANCE MUSIQUE SANTA LUCIA,STLQ,SANTA LUCIA,,CU,CUBA,"PLAYA SANTA LUCÍA, NUEVITAS, CAMAGUEY",nan,,,3.0
Santa Lucia,STLQ,HSTLCBGCHH,RESONANCE BLU SANTA LUCIA,STLQ,SANTA LUCIA,,CU,CUBA,"PLAYA SANTA LUCÍA, NUEVITAS, CAMAGUEY",nan,21.565905,-77.044987,3.0
Santa Lucia,STLQ,HSTLCBBSTL,HOTEL BRISAS SANTA LUCIA ,STLQ,SANTA LUCIA,1730.0,CU,CUBA,"AVE TARARACO, SANTA LUCÍA, CAMAGUEY",comerc@brisas.stl.tur.cu;booking@distalcaribe.co.cu,21.562376,-77.043221,4.0
Santa Lucia,STLQ,HSACSANLUH,HOTEL SANCTUARY SANTA LUCIA,STLQ,SANTA LUCIA,1422589.0,CU,CUBA,"AVE TARARACO, PLAYA SANTA LUCÍA, NUEVITA",nan,21.559089,-77.043528,5.0
Santa Lucia,STLQ,HSACSANLUC,HOTEL SANCTUARY SANTA LUCIA,STLQ,SANTA LUCIA,1422589.0,CU,CUBA,"AVE TARARACO, PLAYA SANTA LUCÍA, NUEVITA",nan,21.559089,-77.043528,5.0
Santiago De Cuba,SAA,HTLSGOVGST,VILLA GAVIOTA SANTIAGO,SAA,SANTIAGO DE CUBA,135966.0,CU,CUBA,AVE. MANDULEY NO. 502 E/ 19 Y 21,ejecutivo.comercial@gaviota.co.cu,20.029130,-75.799286,3.0
Santiago De Cuba,SAA,HSGOMELSGO,HOTEL MELIA SANTIAGO,SAA,SANTIAGO DE CUBA,17235.0,CU,CUBA,AVE LAS AMERICAS Y CALLE M 90400,reservas1.msc@meliacuba.com; booking@distalcaribe.co.cu,20.026969,-75.810521,5.0
Santiago De Cuba,SAA,HSCUIBCG,HOTEL CUBANACAN CASA GRANDA,SAA,SANTIAGO DE CUBA,9933.0,CU,CUBA,"HEREDIA 201, ESQ. SAN PEDRO",jefe.ventas@casagranda.tur.cu,20.021165,-75.829128,4.0
Santiago De Cuba,SAA,HSCUELCOBR,HOTEL E EL COBRE ,SAA,SANTIAGO DE CUBA,1291842.0,CU,CUBA,AURELIO FDEZ. E/ AVE. ANTOLIN CEBRECO,booking@distalcaribe.com,20.047020,-75.949230,4.0
Santiago De Cuba,SAA,HSCUCUGALE,BRISAS LOS GALEONES,SAA,SANTIAGO DE CUBA,302442.0,CU,CUBA,"CARRETERA A CHIVIRICO KM. 72, CHIVIRICO",booking@distalcaribe.co.cu;reservat@smar.scu.tur.cu,19.966962,-76.404384,4.0
Santiago De Cuba,SAA,HCCSGOPER,HOTEL LOS PEREGRINOS,SAA,SANTIAGO DE CUBA,,CU,CUBA,CARRETERA DEL POBLADO DEL COBRE,eduardo.castillo@cobre.tu.cu ;booking@distalcaribe.co.cu,20.058283,-75.937162,4.0
Trinidad,TRI,HTRNMTPENI,HOTEL MELIA TRINIDAD PENINSULA,TRI,TRINIDAD,1220960.0,CU,CUBA,"PLAYA MARÍA AGUILAR,TRINIDAD,S SPIRITUS",nan,21.750946,-80.022554,5.0
Trinidad,TRI,HTRNMTPEND,HOTEL MELIA TRINIDAD PENINSULA,TRI,TRINIDAD,1220960.0,CU,CUBA,"PLAYA MARÍA AGUILAR,TRINIDAD,S SPIRITUS",nan,21.750946,-80.022554,5.0
Trinidad,TRI,HTRIIBGHTR, IBEROSTAR GRAND TRINIDAD,TRI,TRINIDAD,68996.0,CU,CUBA,CALLE JOSE MARTI 262 Y LINO PEREZ 62600,nan,21.800643,-79.984307,5.0
Trinidad,TRI,HTRICUBLCU,HOTEL LAS CUEVAS ,TRI,TRINIDAD,1734.0,CU,CUBA,"TRINIDAD, SANCTI SPIRITUS",comercialchtc@cuevas.tur.cu,21.806366,-79.976670,3.0
Trinidad,TRI,HTRIBGTD, IBEROSTAR GRAND TRINIDAD,TRI,TRINIDAD,68996.0,CU,CUBA,CALLE JOSE MARTI 262 Y LINO PEREZ 62600,nan,21.800643,-79.984307,5.0
Trinidad,TRI,HTRDCBTDMD,HOTEL MEMORIES TRINIDAD DEL MAR,TRI,TRINIDAD,9284.0,CU,CUBA,PLAYA ANCON -TRINIDAD,nan,21.738057,-80.001862,4.0
Trinidad,TRI,HTRDCBTDM,HOTEL MEMORIES TRINIDAD DEL MAR,TRI,TRINIDAD,9284.0,CU,CUBA,PLAYA ANCON -TRINIDAD,nan,21.738057,-80.001862,4.0
Trinidad,TRI,HTRDCAN,HOTEL CLUB AMIGO ANCON,TRI,TRINIDAD,1732.0,CU,CUBA,PLAYA ANCON,booking@distalcaribe.co.cu,21.734756,-79.999291,3.0
Trinidad,TRI,HTRD500GCU,HOTEL TRINIDAD 500,TRI,TRINIDAD,407912.0,CU,CUBA,CARRETERA CASILDA KM 2,reservas@cuevas.tur.cu;booking@distalcaribe.co.cu,21.789925,-79.988020,3.0
Trinidad,TRI,HTCUTRIRON, HOTEL E LA RONDA,TRI,TRINIDAD,367086.0,CU,CUBA,"JOSE MARTI, 242 E/LINO PEREZ Y COLON,",booking2@distalcaribe.co.cu,22.128980,-80.083350,4.0
Trinidad,TRI,HMISTRIPOP,MYSTIQUE TRINIDAD ,TRI,TRINIDAD,1291091.0,CU,CUBA,TRINIDAD,nan,21.807552,-79.981032,5.0
Trinidad,TRI,HMISTRIPOH,MYSTIQUE TRINIDAD ,TRI,TRINIDAD,1291091.0,CU,CUBA,TRINIDAD,nan,21.807349,-79.981557,5.0
Trinidad,TRI,HEMDR,HOTEL E MESON DEL REGIDOR ,TRI,TRINIDAD,407229.0,CU,CUBA,SIMÓN BOLÍVAR #426,reservas@cuevas.tur.cu;booking@distalcaribe.co.cu,21.804713,-79.985031,2.0
Trinidad,TRI,HECUBECLS,HOTEL E LA CALESA,TRI,TRINIDAD,865377.0,CU,CUBA,CALLE JOSÉ MARTÍ E/ LINO PÉREZ Y CAMILO,reservas@cuevas.tur.cu;booking@distalcaribe.co.cu,21.800039,-79.984036,4.0
Trinidad,TRI,HCYCCUCACS,HOTEL COSTA SUR,TRI,TRINIDAD,10906.0,CU,CUBA,"TRINIDAD, SANCTI SPIRITUS",booking@distalcaribe.co.cu,21.743575,-80.021007,3.0
Varadero,VAR,HVMEMVARHH,HOTEL RESONANCE MUSIQUE VARADERO,VAR,VARADERO,1403977.0,CU,CUBA,"VARADERO, MATANZAS",nan,23.198847,-81.145128,4.0
Varadero,VAR,HVMEMVARH,HOTEL RESONANCE BLU VARADERO,VAR,VARADERO,1403985.0,CU,CUBA,"VARADERO, MATANZAS",nan,23.198847,-81.145128,4.0
Varadero,VAR,HVMEMVAR,HOTEL RESONANCE MUSIQUE VARADERO,VAR,VARADERO,77931.0,CU,CUBA,"VARADERO, MATANZAS",nan,23.198847,-81.145128,4.0
Varadero,VAR,HVARSTFLPH,HOTEL STARFISH LAS PALMAS ,VAR,VARADERO,626786.0,CU,CUBA,"AVENIDA 1RA ENTRE 60 Y 64, VARADERO,CUBA",nan,23.153932,-81.249540,3.0
Varadero,VAR,HVARSTFLPA,HOTEL STARFISH LAS PALMAS ,VAR,VARADERO,626786.0,CU,CUBA,"AVENIDA 1RA ENTRE 60 Y 64, VARADERO,CUBA",nan,23.153932,-81.249540,3.0
Varadero,VAR,HVARSTFCPH,HOTEL STARFISH CUATRO PALMAS,VAR,VARADERO,6961.0,CU,CUBA,"AVE 1RA. E/ 60 Y 64, VARADERO, MATANZAS,",nan,23.155078,-81.249300,4.0
Varadero,VAR,HVARSTFCPA,HOTEL STARFISH CUATRO PALMAS,VAR,VARADERO,6961.0,CU,CUBA,"AVE 1RA. E/ 60 Y 64, VARADERO, MATANZAS,",nan,23.155078,-81.249300,4.0
Varadero,VAR,HVARSELVAR,SELECTUM FAMILY RESORT VARADERO,VAR,VARADERO,1367488.0,CU,CUBA,"CARRETERA VÍA BLANCA KM 130 VARADERO,",reservas@selectumfamilyvaradero.co.cu;jefe.ventas@selectumfamilyvaradero.co.cu,23.130323,-81.313348,5.0
Varadero,VAR,HVARROCBAR,HOTEL ROC  BARLOVENTO,VAR,VARADERO,1746.0,CU,CUBA,"CALLE 1RA E/ 9 Y 12, VARADERO",comercia@barlovento.gca.tur.cu,23.135693,-81.283296,4.0
Varadero,VAR,HVARROCADO,HOTEL ROC ARENAS DORADAS,VAR,VARADERO,1735.0,CU,CUBA,AUTOPISTA KM 12  VARADERO,reserva@arenas.gca.tur.cu,23.184405,-81.183384,4.0
Varadero,VAR,HVARPPC,HOTEL PLAYA CALETA,VAR,VARADERO,405275.0,CU,CUBA,"VARADERO, MATANZAS",reservas@rocvaradero.gca.tur.cu; booking@distalcaribe.co.cu,23.131610,-81.306651,4.0
Varadero,VAR,HVAROCVELP,HOTEL OCEAN El PATRIARCA ,VAR,VARADERO,259983.0,CU,CUBA,"AUTOPISTA SUR KM 18 PUNTA HICACOS,",reservas@valentinelpatriarca.co.cu,23.202075,-81.149262,5.0
Varadero,VAR,HVAROCVAH,HOTEL PLAYA VISTA AZUL,VAR,VARADERO,424009.0,CU,CUBA,"AUTOPISTA SUR, KM 11",nan,23.181014,-81.196660,5.0
Varadero,VAR,HVARMVARD,HOTEL MELIA VARADERO,VAR,VARADERO,1749.0,CU,CUBA,AUTOPISTA SUR VARADERO MATANZAS,nan,23.175911,-81.207884,5.0
Varadero,VAR,HVARMVAR,HOTEL MELIA VARADERO,VAR,VARADERO,1749.0,CU,CUBA,AUTOPISTA SUR VARADERO MATANZAS,nan,23.175911,-81.207884,5.0
Varadero,VAR,HVARMSOLPD,HOTEL SOL PALMERAS,VAR,VARADERO,1737.0,CU,CUBA,"CARRETERA DE LAS MORLAS, 42200",nan,23.177270,-81.202168,4.0
Varadero,VAR,HVARMSOLPA,HOTEL SOL PALMERAS,VAR,VARADERO,1737.0,CU,CUBA,"CARRETERA DE LAS MORLAS, 42200",nan,23.177270,-81.202168,4.0
Varadero,VAR,HVARMRHTG,HOTEL ROYALTON HICACOS ,VAR,VARADERO,32005.0,CU,CUBA,CARRETERA LAS MORLAS KM15 PUNTA HICACOS,nan,23.194674,-81.165577,5.0
Varadero,VAR,HVARMRH,HOTEL ROYALTON HICACOS ,VAR,VARADERO,32005.0,CU,CUBA,CARRETERA LAS MORLAS KM15 PUNTA HICACOS,nan,23.194674,-81.165577,5.0
Varadero,VAR,HVARMPVD,HOTEL MELIA PENINSULA VARADERO ,VAR,VARADERO,23408.0,CU,CUBA,"PARQUE NATURAL DE PUNTA HICACOS,VARADERO",nan,23.199136,-81.137574,5.0
